央视频道,#genre#
CCTV4,http://218.76.32.193:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
CCTV4,http://42.48.50.232:9002/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
CCTV4,http://183.185.105.197:8082/rtp/226.0.2.156:9160$LR•IPV4『线路11』
CCTV4,http://183.185.105.197:8082/rtp/226.0.2.21:8080$LR•IPV4『线路12』
CCTV4,http://118.249.23.16:4022/udp/239.76.245.195:1234$LR•IPV4『线路13』
CCTV4,http://118.249.23.16:4022/udp/239.76.246.154:1234$LR•IPV4『线路14』
CCTV4,http://118.249.23.16:4022/udp/239.76.253.154:9000$LR•IPV4『线路15』
CCTV4,http://171.213.196.134:8088/udp/239.93.1.105:5140$LR•IPV4『线路16』
CCTV4,http://171.213.196.134:8088/udp/239.93.0.212:5140$LR•IPV4『线路17』
CCTV4,http://114.228.152.34:8888/rtp/239.49.8.131:6000$LR•IPV4『线路18』
CCTV4,http://114.228.152.34:8888/rtp/239.49.1.4:6000$LR•IPV4『线路19』
CCTV4,http://180.119.183.89:8800/rtp/239.49.8.131:6000$LR•IPV4『线路20』
CCTV4,http://180.119.183.89:8800/rtp/239.49.1.4:6000$LR•IPV4『线路21』
CCTV4,http://121.227.243.195:7766/rtp/239.49.8.131:6000$LR•IPV4『线路22』
CCTV4,http://121.227.243.195:7766/rtp/239.49.1.4:6000$LR•IPV4『线路23』
CCTV4,http://49.67.96.109:55555/rtp/239.49.8.131:6000$LR•IPV4『线路24』
CCTV4,http://49.67.96.109:55555/rtp/239.49.1.4:6000$LR•IPV4『线路25』
CCTV4,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000037BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfH0ZQXwaiVktPr6ILPKXqwOUC2ZXft7ZULN6h9qLQPFOTSlVTfophiKaMb8h1kPV74$LR•IPV6『线路26』
CCTV4,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001221/index.m3u8?love=freedom#http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw1530666835_1247714553/ott.mobaibox.com/PLTV/3/224/3221227658/index.m3u8?icpid=3&RTS=1674385941&from=40&ocs=2_2409:8087:2004:20:2800:0:df6e:ec07_80&popid=40&hms_devid=2293&prioritypopid=40&vqe=3#http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw84322209_-1520654633/ott.mobaibox.com/PLTV/3/224/3221227549/index.m3u8?icpid=3&RTS=1674380199&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3#http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw3772680253_-1555628407/ott.mobaibox.com/PLTV/3/224/3221227549/index.m3u8?icpid=3&RTS=1668594272&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3#http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001221/index.m3u8#http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/1/224/3221228156/index.m3u8#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw3970110376_2107001207/ott.mobaibox.com/PLTV/3/224/3221227378/index.m3u8?icpid=3&RTS=1674379790&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3$LR•IPV6『线路27』
CCTV4,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$LR•IPV6『线路28』
CCTV4,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$LR•IPV6『线路29』
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8$LR•IPV4『线路30』
